Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"September 1st, 2016",b'Trump s Immigration Speech',Fact checking a fiery speech,Politico,Left ,"b""Trump's immigration rope-a-dope""",http://www.politico.com/story/2016/09/donald-trump-immigration-address-227616
"August 29th, 2016",b'Trump Plans Immigration Speech',"On Wednesday, Trump will give an immigration speech in Arizona to clarify his position.  What will he say?",ABC News (Online),Left ,b'Trump Plans Detailed Immigration Talk as Questions Remain',http://abcnews.go.com/Politics/wireStory/trump-immigration-speech-coming-wednesday-arizona-41712593
"August 29th, 2016",b'Trump Plans Immigration Speech',"On Wednesday, Trump will give an immigration speech in Arizona to clarify his position.  What will he say?",CNN (Web News),Left ,"b""What is Trump's immigration plan -- and when will we see it?""",http://www.cnn.com/2016/08/29/politics/trump-immigration-deportation-force/index.html
"August 29th, 2016",b'Trump Plans Immigration Speech',"On Wednesday, Trump will give an immigration speech in Arizona to clarify his position.  What will he say?",Washington Times,Right ,b'Trump: \xe2\x80\x98Major speech\xe2\x80\x99 on illegal immigration coming Wednesday in Arizona',http://www.washingtontimes.com/news/2016/aug/29/donald-trump-major-speech-illegal-immigration-comi/
"August 28th, 2016",b'Another Immigration Flip',Did Donald Trump just flip on immigration again? Mike Pence says he's been consistent this whole time.,Wall Street Journal - News,Center ,b'Mike Pence Defends Donald Trump\xe2\x80\x99s Immigration Stance as \xe2\x80\x98Consistent\xe2\x80\x99 on Principles',http://blogs.wsj.com/washwire/2016/08/28/mike-pence-defends-donald-trumps-immigration-stance-as-consistent-on-principles/
"August 28th, 2016",b'Another Immigration Flip',Did Donald Trump just flip on immigration again? Mike Pence says he's been consistent this whole time.,HuffPost,Left ,b'Trump Goes Back To Original Immigration Position With Second 180 Flip',http://www.huffingtonpost.com/entry/trump-immigration-flip-iowa_us_57c21d25e4b085c1ff29b41f
"August 28th, 2016",b'Another Immigration Flip',Did Donald Trump just flip on immigration again? Mike Pence says he's been consistent this whole time.,Washington Times,Right ,b'GOP VP nominee Mike Pence: \xe2\x80\x98Nothing has changed\xe2\x80\x99 in Donald Trump\xe2\x80\x99s illegal immigration agenda',http://www.washingtontimes.com/news/2016/aug/28/mike-pence-gop-vp-nominee-nothing-has-changed-in-d/
"August 25th, 2016",b'Trump Suggests Shift on Deportations',Donald Trump suggests an openness to softening his hard-line stance on illegal immigration.  Do his supporters mind?,HuffPost,Left ,b'Trump Has A Completely Different Immigration Position Every Day',http://www.huffingtonpost.com/entry/donald-trump-immigration_us_57be3296e4b02673444e5b0f
"August 25th, 2016",b'Trump Suggests Shift on Deportations',Donald Trump suggests an openness to softening his hard-line stance on illegal immigration.  Do his supporters mind?,CNN (Web News),Left ,b'Trump suggests major shift on deportations',http://www.cnn.com/2016/08/24/politics/donald-trump-immigration-deportations-citizenship/index.html
"August 25th, 2016",b'Trump Suggests Shift on Deportations',Donald Trump suggests an openness to softening his hard-line stance on illegal immigration.  Do his supporters mind?,Fox News (Online),Right ,"b""Trump says government can 'work with' illegal immigrants""",http://www.foxnews.com/politics/2016/08/25/trump-says-government-can-work-with-illegal-immigrants.html
"August 22nd, 2016",b'Is Trump Wavering on Immigration',"Trumps's campaign manager says Trump may be considering moderating his immigration stance.  But Trump says he is not ""flip-flopping.""",NBC News (Online),Left ,"b""Why It's So Hard for Trump to Retreat on Immigration""",http://www.nbcnews.com/politics/first-read/first-read-why-it-s-so-hard-trump-retreat-immigration-n635771
"August 22nd, 2016",b'Is Trump Wavering on Immigration',"Trumps's campaign manager says Trump may be considering moderating his immigration stance.  But Trump says he is not ""flip-flopping.""",NPR Online News,Center ,b'Trump Campaign Signals He May Moderate Immigration Stance',http://www.npr.org/2016/08/22/490910889/to-be-determined-trump-campaign-signals-he-may-moderate-immigration-stance
"August 22nd, 2016",b'Is Trump Wavering on Immigration',"Trumps's campaign manager says Trump may be considering moderating his immigration stance.  But Trump says he is not ""flip-flopping.""",Washington Times,Right ,b'Trump: \xe2\x80\x98I\xe2\x80\x99m not flip-flopping\xe2\x80\x99 on immigration',http://www.washingtontimes.com/news/2016/aug/22/donald-trump-im-not-flip-flopping-immigration/
"June 23rd, 2016",b'Court Tie Blocks Obama Immigration Plan',Null,New York Times (Online News),Left ,b'Supreme Court Deadlocks on Obama Immigration Plan.',http://www.nytimes.com/2016/06/24/us/supreme-court-immigration-obama-dapa.html
"June 23rd, 2016",b'Court Tie Blocks Obama Immigration Plan',Null,Washington Times,Right ,"b'Supreme Court deadlocks, dooming Obama deportation amnesty'",http://www.washingtontimes.com/news/2016/jun/23/supreme-court-blocks-obama-immigration-plan/
"June 23rd, 2016",b'Court Tie Blocks Obama Immigration Plan',Null,The Hill,Center ,b'Supreme Court blocks Obama immigration actions',http://thehill.com/regulation/court-battles/president-obama-immigration-actions-programs-blocked-supreme-court-deadlocked-scalia-dapa-daca-crushing-blow
"April 18th, 2016",b'Immigration Battle at Supreme Court',Null,Washington Times,Right ,b'Obama amnesty Supreme Court case to test limits of presidential power',http://www.washingtontimes.com/news/2016/apr/17/obama-amnesty-supreme-court-case-to-test-limits-of/
"April 18th, 2016",b'Immigration Battle at Supreme Court',Null,USA TODAY,Center ,"b'OPINION: If this president is allowed to reinterpret the law, what about the next one?'",http://www.usatoday.com/story/opinion/2016/04/17/daca-dapa-us-v-texas-obama-immigration-executive-orders-editorials-debates/83160384/
"April 18th, 2016",b'Immigration Battle at Supreme Court',Null,Guest Writer - Left,Left ,"b""OPINION: On Immigration, the law is on Obama's SIde""",http://www.nytimes.com/2016/04/18/opinion/on-immigration-law-is-on-obamas-side.html
"March 19th, 2016",b'Cruz on Immigration',Null,Breitbart News,Right ,b'Ted Cruz From Obama\xe2\x80\x99s Open Border: \xe2\x80\x98This Is A National Security Crisis\xe2\x80\x99',http://www.breitbart.com/big-government/2016/03/19/ted-cruz-from-obamas-open-border-this-is-a-national-security-crisis/
"March 19th, 2016",b'Cruz on Immigration',Null,Wall Street Journal - News,Center ,b'Ted Cruz Challenges Donald Trump on Immigration at Mexican Border',http://www.wsj.com/articles/ted-cruz-challenges-donald-trump-on-immigration-at-mexican-border-1458341818
"March 19th, 2016",b'Cruz on Immigration',Null,New York Times (Online News),Left ,b'Presidential Candidates Woo Arizona Voters on Immigration',http://www.nytimes.com/2016/03/19/us/arizona-primary-immigration.html
"November 10th, 2015",b'Ruling Against Obama Immigration Plan',Null,HuffPost,Left ,"b""Appeals Court Upholds Delay Of Obama's Executive Action On Immigration""",http://www.huffingtonpost.com/entry/dapa-appeals-court_564145d0e4b0b24aee4b9ab1
"November 10th, 2015",b'Ruling Against Obama Immigration Plan',Null,Wall Street Journal - News,Center ,b'Obama Immigration Initiative Takes Another Hit',http://www.wsj.com/articles/obama-immigration-initiative-takes-another-hit-1447122444
"November 10th, 2015",b'Ruling Against Obama Immigration Plan',Null,Fox News (Online),Right ,b'Appeals court rules against Obama immigration plan',http://www.foxnews.com/politics/2015/11/10/appeals-court-rules-against-obama-immigration-plan/
"August 21st, 2015",b'Debate over Anchor Babies',Null,Washington Post,Left ,b'The myth of the \xe2\x80\x98anchor baby\xe2\x80\x99 deportation defense',http://www.washingtonpost.com/news/the-fix/wp/2015/08/20/the-myth-of-the-anchor-baby-deportation-defense/
"August 21st, 2015",b'Debate over Anchor Babies',Null,NPR Online News,Center ,"b""Despite Political Rhetoric, 'Anchor Babies' Are Not Exactly Easy To Stop""",http://www.npr.org/sections/itsallpolitics/2015/08/21/433278843/despite-political-rhetoric-anchor-babies-are-not-exactly-easy-to-stop
"August 21st, 2015",b'Debate over Anchor Babies',Null,CBN,Right ,"b""Trump: Undocumented Children Aren't US Citizens""",http://www.cbn.com/cbnnews/politics/2015/August/Trump-Undocumented-Children-Arent-US-Citizens/
"July 9th, 2015",b'Trump Immigration Comments',Null,Townhall,Right ,"b""Trump Towers in 'First Debate'""",http://townhall.com/columnists/michaelreagan/2015/07/09/making-sense-n2023352/page/2
"July 9th, 2015",b'Trump Immigration Comments',Null,CNN (Web News),Left ,"b""Trump: RNC call was 'congratulatory'""",http://www.cnn.com/2015/07/08/politics/donald-trump-reince-priebus-immigrants-rnc/index.html
"July 9th, 2015",b'Trump Immigration Comments',Null,Washington Post,Left ,b'Surprise! Donald Trump is wrong about immigrants and crime.',http://www.washingtonpost.com/blogs/the-fix/wp/2015/07/02/surprise-donald-trump-is-wrong-about-immigrants-and-crime/
"July 8th, 2015",b'Sanctuary Policy in San Francisco',Null,CNN (Web News),Left ,"b""OPINION: Don't blame all immigrants for San Francisco shooting""",http://www.cnn.com/2015/07/05/opinions/reyes-shooter-doesnt-represent-immigrants/index.html
"July 8th, 2015",b'Sanctuary Policy in San Francisco',Null,Fox News (Online),Right ,"b""Clinton, California lawmakers condemn San Francisco's 'sanctuary' policy""",http://www.foxnews.com/politics/2015/07/08/clinton-california-lawmakers-condemn-san-francisco-sanctuary-policy/
"July 8th, 2015",b'Sanctuary Policy in San Francisco',Null,Washington Post,Left ,b'6 big things to know about sanctuary cities',http://www.washingtonpost.com/blogs/the-fix/wp/2015/07/08/4-big-things-to-know-about-sanctuary-cities-and-illegal-immigration/
"February 17th, 2015",b'Federal Judge Halts Immigration Action',Null,HuffPost,Left ,"b""Judge Temporarily Halts Obama's Immigration Actions""",http://www.huffingtonpost.com/2015/02/17/lawsuit-obama-immigration_n_6680366.html
